,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Geography,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
14453,40833.0,"Risco city, Missouri",52572.0
14454,43125.0,"Ritchey town, Missouri",41027.0
14455,,"River Bend village, Missouri",
14456,28750.0,"Riverside city, Missouri",48713.0
14457,36371.0,"Riverview village, Missouri",46383.0
14458,89167.0,"Riverview Estates village, Missouri",106637.0
14459,43542.0,"Rives town, Missouri",45804.0
14460,35556.0,"Rocheport city, Missouri",55270.0
14461,30167.0,"Rockaway Beach city, Missouri",42339.0
14462,64306.0,"Rock Hill city, Missouri",84615.0
14463,40341.0,"Rock Port city, Missouri",56952.0
14464,32813.0,"Rockville city, Missouri",35677.0
14465,43382.0,"Rogersville city, Missouri",54529.0
14466,34024.0,"Rolla city, Missouri",47119.0
14467,40375.0,"Roscoe village, Missouri",48055.0
14468,35250.0,"Rosebud city, Missouri",44499.0
14469,36250.0,"Rosendale city, Missouri",40861.0
14470,,"Rothville village, Missouri",37767.0
14471,42500.0,"Rush Hill village, Missouri",57952.0
14472,46250.0,"Rushville town, Missouri",48188.0
14473,35417.0,"Russellville city, Missouri",43292.0
14474,24375.0,"Rutledge town, Missouri",22903.0
14475,78333.0,"Saddlebrooke village, Missouri",91859.0
14476,37000.0,"Saginaw village, Missouri",55649.0
14477,38234.0,"St. Ann city, Missouri",48930.0
14478,59059.0,"St. Charles city, Missouri",74936.0
14479,38662.0,"St. Clair city, Missouri",45500.0
14480,90511.0,"St. Clement CDP, Missouri",68414.0
14481,40625.0,"St. Cloud village, Missouri",46046.0
14482,36917.0,"Ste. Genevieve city, Missouri",42730.0
14483,65625.0,"St. Elizabeth village, Missouri",79388.0
14484,31250.0,"St. Francisville CDP, Missouri",41723.0
14485,36667.0,"St. James city, Missouri",43473.0
14486,39596.0,"St. John city, Missouri",51173.0
14487,43543.0,"St. Joseph city, Missouri",55698.0
14488,36809.0,"St. Louis city, Missouri",55076.0
14489,66771.0,"St. Martins city, Missouri",67166.0
14490,38594.0,"St. Mary city, Missouri",40165.0
14491,103269.0,"St. Paul city, Missouri",108570.0
14492,72927.0,"St. Peters city, Missouri",85334.0
14493,51619.0,"St. Robert city, Missouri",57655.0
14494,62500.0,"St. Thomas town, Missouri",68883.0
14495,27957.0,"Salem city, Missouri",45819.0
14496,32768.0,"Salisbury city, Missouri",46391.0
14497,58341.0,"Sappington CDP, Missouri",84738.0
14498,42188.0,"Sarcoxie city, Missouri",56151.0
14499,42443.0,"Savannah city, Missouri",54522.0
14500,35000.0,"Schell City city, Missouri",36574.0
14501,72917.0,"Scotsdale town, Missouri",75119.0
14502,36250.0,"Scott City city, Missouri",54180.0
14503,34659.0,"Sedalia city, Missouri",43077.0
14504,53125.0,"Sedgewickville village, Missouri",68394.0
14505,26534.0,"Seligman city, Missouri",37978.0
14506,32500.0,"Senath city, Missouri",39234.0
14507,36299.0,"Seneca city, Missouri",44231.0
14508,29329.0,"Seymour city, Missouri",38680.0
14509,34000.0,"Shelbina city, Missouri",40077.0
14510,41667.0,"Shelbyville city, Missouri",55643.0
14511,37614.0,"Sheldon city, Missouri",43536.0
14512,40192.0,"Shell Knob CDP, Missouri",51072.0
14513,27500.0,"Sheridan town, Missouri",35506.0
14514,60500.0,"Shoal Creek Drive village, Missouri",73086.0
14515,99250.0,"Shoal Creek Estates village, Missouri",109977.0
14516,52335.0,"Shrewsbury city, Missouri",66329.0
14517,45833.0,"Sibley village, Missouri",54630.0
14518,37831.0,"Sikeston city, Missouri",52594.0
14519,,"Silex village, Missouri",61733.0
14520,31250.0,"Skidmore city, Missouri",36048.0
14521,36029.0,"Slater city, Missouri",37323.0
14522,44500.0,"Smithton city, Missouri",46324.0
14523,72708.0,"Smithville city, Missouri",89477.0
14524,97557.0,"South Fork CDP, Missouri",90586.0
14525,,"South Gifford village, Missouri",33971.0
14526,26563.0,"South Gorin town, Missouri",37972.0
14527,10556.0,"South Greenfield village, Missouri",20745.0
14528,17813.0,"South Lineville town, Missouri",18980.0
14529,31094.0,"Southwest City town, Missouri",43208.0
14530,36452.0,"Spanish Lake CDP, Missouri",47130.0
14531,39310.0,"Sparta city, Missouri",43755.0
14532,29167.0,"Spickard city, Missouri",35239.0
14533,65179.0,"Spokane CDP, Missouri",63086.0
14534,33769.0,"Springfield city, Missouri",47041.0
14535,40956.0,"Stanberry city, Missouri",52695.0
14536,33750.0,"Stark City town, Missouri",39091.0
14537,37250.0,"Steele city, Missouri",50997.0
14538,30313.0,"Steelville city, Missouri",42412.0
14539,27500.0,"Stella town, Missouri",29371.0
14540,48929.0,"Stewartsville city, Missouri",55624.0
14541,32938.0,"Stockton city, Missouri",44245.0
14542,20625.0,"Stotesbury town, Missouri",16433.0
14543,,"Stotts City city, Missouri",42775.0
14544,34625.0,"Stoutland city, Missouri",39709.0
14545,33750.0,"Stoutsville village, Missouri",42317.0
14546,24861.0,"Stover city, Missouri",38710.0
14547,45469.0,"Strafford city, Missouri",53616.0
14548,42500.0,"Strasburg city, Missouri",47944.0
14549,45250.0,"Sturgeon city, Missouri",58993.0
14550,35919.0,"Sugar Creek city, Missouri",46871.0
14551,31217.0,"Sullivan city, Missouri",41611.0
14552,31250.0,"Summersville city, Missouri",35181.0
14553,33750.0,"Sumner town, Missouri",53766.0
14554,54167.0,"Sundown CDP, Missouri",54875.0
14555,27917.0,"Sunrise Beach village, Missouri",39066.0
14556,100771.0,"Sunset Hills city, Missouri",142012.0
14557,40000.0,"Sweet Springs city, Missouri",49127.0
14558,54375.0,"Sycamore Hills village, Missouri",60039.0
14559,31250.0,"Syracuse city, Missouri",52017.0
14560,27917.0,"Tallapoosa city, Missouri",30645.0
14561,31923.0,"Taneyville village, Missouri",42524.0
14562,78427.0,"Taos city, Missouri",77789.0
14563,36463.0,"Tarkio city, Missouri",48501.0
14564,,"Tarrants village, Missouri",
14565,53409.0,"Terre du Lac CDP, Missouri",73295.0
14566,26580.0,"Thayer city, Missouri",38561.0
14567,29375.0,"Theodosia village, Missouri",37372.0
14568,,"Thomasville CDP, Missouri",
14569,,"Three Creeks village, Missouri",
14570,50625.0,"Tightwad village, Missouri",43224.0
14571,55667.0,"Tina village, Missouri",50738.0
14572,35833.0,"Tindall town, Missouri",52497.0
14573,47188.0,"Tipton city, Missouri",54012.0
14574,156899.0,"Town and Country city, Missouri",238277.0
14575,43750.0,"Tracy city, Missouri",62215.0
14576,37641.0,"Trenton city, Missouri",47149.0
14577,41750.0,"Trimble city, Missouri",53554.0
14578,31250.0,"Triplett city, Missouri",30155.0
14579,51667.0,"Troy city, Missouri",58311.0
14580,35500.0,"Truesdale city, Missouri",39979.0
14581,,"Truxton village, Missouri",39192.0
14582,32750.0,"Turney village, Missouri",38379.0
14583,44432.0,"Tuscumbia town, Missouri",60747.0
14584,69688.0,"Twin Oaks village, Missouri",89293.0
14585,83750.0,"Umber View Heights village, Missouri",76779.0
14586,43985.0,"Union city, Missouri",55492.0
14587,42500.0,"Union Star town, Missouri",54591.0
14588,30183.0,"Unionville city, Missouri",36912.0
14589,31500.0,"Unity Village village, Missouri",36002.0
14590,56281.0,"University City city, Missouri",99749.0
14591,42857.0,"Uplands Park village, Missouri",48453.0
14592,26023.0,"Urbana city, Missouri",32509.0
14593,42679.0,"Urich city, Missouri",44268.0
14594,34417.0,"Utica village, Missouri",54057.0
14595,54854.0,"Valley Park city, Missouri",71132.0
14596,35417.0,"Van Buren town, Missouri",46546.0
14597,35868.0,"Vandalia city, Missouri",39902.0
14598,44625.0,"Vandiver village, Missouri",51844.0
14599,26071.0,"Vanduser village, Missouri",32468.0
14600,33819.0,"Velda City city, Missouri",42208.0
14601,32667.0,"Velda Village Hills city, Missouri",40639.0
14602,31319.0,"Verona town, Missouri",37626.0
14603,28031.0,"Versailles city, Missouri",39005.0
14604,45208.0,"Viburnum city, Missouri",63253.0
14605,38194.0,"Vienna city, Missouri",48208.0
14606,66974.0,"Village of Four Seasons village, Missouri",89681.0
14607,45111.0,"Villa Ridge CDP, Missouri",50413.0
14608,32589.0,"Vinita Park city, Missouri",43409.0
14609,52708.0,"Vinita Terrace village, Missouri",60795.0
14610,31250.0,"Vista village, Missouri",41300.0
14611,55833.0,"Waco city, Missouri",52077.0
14612,29125.0,"Walker city, Missouri",36476.0
14613,31736.0,"Walnut Grove city, Missouri",39176.0
14614,30568.0,"Wardell town, Missouri",37002.0
14615,79583.0,"Wardsville village, Missouri",87295.0
14616,38985.0,"Warrensburg city, Missouri",52296.0
14617,42161.0,"Warrenton city, Missouri",52057.0
14618,24565.0,"Warsaw city, Missouri",32028.0
14619,118889.0,"Warson Woods city, Missouri",151965.0
14620,41583.0,"Washburn city, Missouri",50805.0
14621,53294.0,"Washington city, Missouri",65730.0
14622,,"Wasola CDP, Missouri",
14623,,"Watson village, Missouri",36593.0
14624,35329.0,"Waverly city, Missouri",45782.0
14625,41023.0,"Wayland city, Missouri",45605.0
14626,54556.0,"Waynesville city, Missouri",58769.0
14627,30833.0,"Weatherby town, Missouri",47586.0
14628,97750.0,"Weatherby Lake city, Missouri",127174.0
14629,18500.0,"Weaubleau city, Missouri",25893.0
14630,45479.0,"Webb City city, Missouri",51480.0
14631,85856.0,"Webster Groves city, Missouri",113448.0
14632,,"Weingarten CDP, Missouri",21195.0
14633,94551.0,"Weldon Spring city, Missouri",120569.0
14634,100750.0,"Weldon Spring Heights town, Missouri",104456.0
14635,48182.0,"Wellington city, Missouri",56946.0
14636,18056.0,"Wellston city, Missouri",24432.0
14637,34688.0,"Wellsville city, Missouri",44389.0
14638,42292.0,"Wentworth village, Missouri",46073.0
14639,80524.0,"Wentzville city, Missouri",88988.0
14640,41250.0,"West Alton city, Missouri",61624.0
14641,45313.0,"Westboro city, Missouri",56166.0
14642,52143.0,"West Line village, Missouri",64718.0
14643,58947.0,"Weston city, Missouri",66488.0
14644,34375.0,"Westphalia city, Missouri",54709.0
14645,32641.0,"West Plains city, Missouri",45715.0
14646,,"West Sullivan town, Missouri",37681.0
14647,118500.0,"Westwood village, Missouri",224546.0
14648,15598.0,"Wheatland city, Missouri",21772.0
14649,30441.0,"Wheaton city, Missouri",33082.0
14650,37188.0,"Wheeling city, Missouri",48554.0
14651,46714.0,"Whiteman AFB CDP, Missouri",52334.0
14652,30313.0,"Whiteside village, Missouri",34467.0
14653,32500.0,"Whitewater town, Missouri",36977.0
14654,72679.0,"Wilbur Park village, Missouri",72317.0
14655,125444.0,"Wildwood city, Missouri",157183.0
14656,50417.0,"Willard city, Missouri",62546.0
14657,30096.0,"Williamsville city, Missouri",32286.0
14658,32944.0,"Willow Springs city, Missouri",46939.0
14659,12045.0,"Wilson City village, Missouri",18755.0
14660,60052.0,"Winchester city, Missouri",65781.0
14661,38875.0,"Windsor city, Missouri",46312.0
14662,65278.0,"Windsor Place village, Missouri",67020.0
14663,49792.0,"Winfield city, Missouri",55818.0
14664,57813.0,"Winigan CDP, Missouri",52808.0
14665,18887.0,"Winona city, Missouri",29521.0
14666,37250.0,"Winston village, Missouri",49401.0
14667,56250.0,"Wood Heights city, Missouri",68209.0
14668,50175.0,"Woodson Terrace city, Missouri",50717.0
14669,28750.0,"Wooldridge village, Missouri",41319.0
14670,,"Worth village, Missouri",51910.0
14671,36354.0,"Wortham CDP, Missouri",36407.0
14672,22500.0,"Worthington village, Missouri",26488.0
14673,47075.0,"Wright City city, Missouri",54734.0
14674,37250.0,"Wyaconda city, Missouri",37022.0
14675,39286.0,"Wyatt city, Missouri",40072.0
14676,,"Zalma village, Missouri",38731.0
14677,42543.0,"Absarokee CDP, Montana",66254.0
14678,31250.0,"Alberton town, Montana",35232.0
14679,63125.0,"Alder CDP, Montana",58433.0
14680,,"Alzada CDP, Montana",35536.0
14681,68000.0,"Amsterdam CDP, Montana",67283.0
14682,39212.0,"Anaconda-Deer Lodge County, Montana",51389.0
14683,32273.0,"Antelope CDP, Montana",44461.0
14684,35000.0,"Arlee CDP, Montana",66643.0
14685,35625.0,"Ashland CDP, Montana",46276.0
14686,50000.0,"Augusta CDP, Montana",66153.0
14687,34464.0,"Avon CDP, Montana",43446.0
14688,20938.0,"Azure CDP, Montana",46207.0
14689,,"Babb CDP, Montana",11798.0
14690,50833.0,"Bainville town, Montana",85963.0
14691,51181.0,"Baker city, Montana",64349.0
14692,,"Ballantine CDP, Montana",29306.0
14693,43750.0,"Basin CDP, Montana",49174.0
14694,39063.0,"Batavia CDP, Montana",47207.0
14695,52083.0,"Bearcreek town, Montana",64774.0
14696,72596.0,"Bear Dance CDP, Montana",87296.0
14697,68036.0,"Beaver Creek CDP, Montana",64817.0
14698,43438.0,"Belfry CDP, Montana",44231.0
14699,54000.0,"Belgrade city, Montana",62222.0
14700,88105.0,"Belknap CDP, Montana",79966.0
14701,36250.0,"Belt town, Montana",46594.0
14702,65417.0,"Biddle CDP, Montana",60050.0
14703,75590.0,"Big Arm CDP, Montana",76255.0
14704,52412.0,"Bigfork CDP, Montana",73525.0
14705,35294.0,"Big Sandy town, Montana",51416.0
14706,67969.0,"Big Sky CDP, Montana",85116.0
14707,41316.0,"Big Timber city, Montana",56327.0
14708,52944.0,"Billings city, Montana",70944.0
14709,,"Birney CDP, Montana",36029.0
14710,28179.0,"Black Eagle CDP, Montana",38472.0
14711,23438.0,"Boneau CDP, Montana",34922.0
14712,39297.0,"Bonner-West Riverside CDP, Montana",43800.0
14713,41875.0,"Boulder city, Montana",48245.0
14714,,"Box Elder CDP, Montana",31900.0
14715,,"Boyd CDP, Montana",
14716,48612.0,"Bozeman city, Montana",67350.0
14717,64350.0,"Brady CDP, Montana",70683.0
14718,47000.0,"Bridger town, Montana",60657.0
14719,,"Bridger CDP, Montana",
14720,44779.0,"Broadus town, Montana",47991.0
14721,39531.0,"Broadview town, Montana",46737.0
14722,,"Brockton town, Montana",42007.0
14723,21190.0,"Browning town, Montana",28301.0
14724,40972.0,"Busby CDP, Montana",42820.0
14725,39474.0,"Butte-Silver Bow (balance), Montana",56797.0
14726,42500.0,"Bynum CDP, Montana",56422.0
14727,,"Camas CDP, Montana",29137.0
14728,70469.0,"Camp Three CDP, Montana",66865.0
14729,68125.0,"Cardwell CDP, Montana",96200.0
14730,41985.0,"Carlton CDP, Montana",58550.0
14731,70536.0,"Carter CDP, Montana",62928.0
14732,39554.0,"Cascade town, Montana",53090.0
14733,47656.0,"Charlo CDP, Montana",51282.0
14734,26225.0,"Charlos Heights CDP, Montana",24441.0
14735,39313.0,"Chester town, Montana",53050.0
14736,41364.0,"Chinook city, Montana",50013.0
14737,39375.0,"Choteau city, Montana",53026.0
14738,58750.0,"Churchill CDP, Montana",64760.0
14739,37083.0,"Circle town, Montana",55224.0
14740,78077.0,"Clancy CDP, Montana",103321.0
14741,54792.0,"Clinton CDP, Montana",63271.0
14742,38250.0,"Clyde Park town, Montana",43899.0
14743,89483.0,"Colstrip city, Montana",91554.0
14744,47157.0,"Columbia Falls city, Montana",49578.0
14745,49805.0,"Columbus town, Montana",62992.0
14746,35625.0,"Condon CDP, Montana",64319.0
14747,,"Conner CDP, Montana",48121.0
14748,39432.0,"Conrad city, Montana",50615.0
14749,45833.0,"Cooke City CDP, Montana",43255.0
14750,,"Coram CDP, Montana",48359.0
14751,21212.0,"Corvallis CDP, Montana",27256.0
14752,56250.0,"Corwin Springs CDP, Montana",56097.0
14753,28750.0,"Craig CDP, Montana",37091.0
14754,67083.0,"Crane CDP, Montana",70365.0
14755,34500.0,"Crow Agency CDP, Montana",54878.0
14756,74500.0,"Culbertson town, Montana",83543.0
14757,32321.0,"Custer CDP, Montana",44703.0
14758,36542.0,"Cut Bank city, Montana",59946.0
14759,26429.0,"Darby town, Montana",31987.0
14760,53750.0,"Dayton CDP, Montana",54536.0
14761,,"De Borgia CDP, Montana",
14762,37917.0,"Deer Lodge city, Montana",52391.0
14763,40000.0,"Denton town, Montana",59023.0
14764,32180.0,"Dillon city, Montana",44780.0
14765,26071.0,"Dixon CDP, Montana",33654.0
14766,31250.0,"Dodson town, Montana",48534.0
14767,46250.0,"Drummond town, Montana",55363.0
14768,37500.0,"Dupuyer CDP, Montana",37878.0
14769,43281.0,"Dutton town, Montana",49928.0
14770,41964.0,"East Glacier Park Village CDP, Montana",63164.0
14771,52639.0,"East Helena city, Montana",59631.0
14772,45625.0,"East Missoula CDP, Montana",56547.0
14773,55750.0,"Edgar CDP, Montana",59243.0
14774,36625.0,"Ekalaka town, Montana",50013.0
14775,,"Elkhorn CDP, Montana",
14776,67000.0,"Elliston CDP, Montana",79036.0
14777,,"Elmo CDP, Montana",57043.0
14778,36020.0,"Emigrant CDP, Montana",34701.0
14779,42917.0,"Ennis town, Montana",58745.0
14780,26223.0,"Eureka town, Montana",41094.0
14781,48250.0,"Evaro CDP, Montana",64858.0
14782,41705.0,"Evergreen CDP, Montana",56135.0
14783,43828.0,"Fairfield town, Montana",50982.0
14784,51083.0,"Fairview town, Montana",62205.0
14785,39750.0,"Fallon CDP, Montana",54353.0
14786,47250.0,"Finley Point CDP, Montana",103926.0
14787,51625.0,"Flaxville town, Montana",55897.0
14788,51944.0,"Florence CDP, Montana",73383.0
14789,27147.0,"Forest Hill Village CDP, Montana",33608.0
14790,44848.0,"Forsyth city, Montana",57223.0
14791,24900.0,"Fort Belknap Agency CDP, Montana",40134.0
14792,38421.0,"Fort Benton city, Montana",50183.0
14793,38056.0,"Fortine CDP, Montana",41114.0
14794,82857.0,"Fort Peck town, Montana",84881.0
14795,29737.0,"Fort Shaw CDP, Montana",46160.0
14796,,"Fort Smith CDP, Montana",34638.0
14797,76632.0,"Four Corners CDP, Montana",108607.0
14798,51250.0,"Fox Lake CDP, Montana",57357.0
14799,28583.0,"Frazer CDP, Montana",38635.0
14800,41594.0,"Frenchtown CDP, Montana",61335.0
14801,41786.0,"Froid town, Montana",76934.0
14802,45556.0,"Fromberg town, Montana",53445.0
14803,63750.0,"Gallatin Gateway CDP, Montana",80408.0
14804,109750.0,"Gallatin River Ranch CDP, Montana",264845.0
14805,51500.0,"Gardiner CDP, Montana",58172.0
14806,42500.0,"Garrison CDP, Montana",59541.0
14807,32500.0,"Geraldine town, Montana",42027.0
14808,30000.0,"Geyser CDP, Montana",31320.0
14809,81645.0,"Gibson Flats CDP, Montana",73652.0
14810,33750.0,"Gildford CDP, Montana",41257.0
14811,53235.0,"Glasgow city, Montana",64130.0
14812,47350.0,"Glendive city, Montana",59033.0
14813,27500.0,"Grass Range town, Montana",37691.0
14814,43497.0,"Great Falls city, Montana",59781.0
14815,45250.0,"Greycliff CDP, Montana",48359.0
14816,31845.0,"Hamilton city, Montana",37770.0
14817,,"Happys Inn CDP, Montana",132760.0
14818,40884.0,"Hardin city, Montana",55638.0
14819,36103.0,"Harlem city, Montana",52039.0
14820,34934.0,"Harlowton city, Montana",40223.0
14821,37670.0,"Harrison CDP, Montana",40597.0
14822,43306.0,"Havre city, Montana",53546.0
14823,24537.0,"Havre North CDP, Montana",38045.0
14824,29167.0,"Hays CDP, Montana",33992.0
14825,23750.0,"Heart Butte CDP, Montana",42225.0
14826,,"Hebgen Lake Estates CDP, Montana",52217.0
14827,52288.0,"Helena city, Montana",66307.0
14828,47303.0,"Helena Flats CDP, Montana",65009.0
14829,70275.0,"Helena Valley Northeast CDP, Montana",84054.0
14830,79283.0,"Helena Valley Northwest CDP, Montana",86706.0
14831,50585.0,"Helena Valley Southeast CDP, Montana",61892.0
14832,70441.0,"Helena Valley West Central CDP, Montana",77499.0
14833,55433.0,"Helena West Side CDP, Montana",75087.0
14834,47417.0,"Heron CDP, Montana",50465.0
14835,45000.0,"Herron CDP, Montana",58686.0
14836,45500.0,"Highwood CDP, Montana",54619.0
14837,50833.0,"Hingham town, Montana",55091.0
14838,55833.0,"Hinsdale CDP, Montana",50637.0
14839,51250.0,"Hobson city, Montana",61190.0
